# total,frequency_equation,frequency_initial,physical_equation,physical_initial
5.219590663909912109e-01,3.653552383184432983e-02,1.566038466989994049e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.025179982185363770e-01,3.379720821976661682e-02,1.645459095016121864e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.965429604053497314e-01,3.424400836229324341e-02,1.541028963401913643e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.285376310348510742e-01,3.868964686989784241e-02,1.416411949321627617e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.339400768280029297e-01,3.876098617911338806e-02,1.463301712647080421e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.662633776664733887e-01,4.290051758289337158e-02,1.372582046315073967e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.025683641433715820e-01,3.713216632604598999e-02,1.312466687522828579e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.923147261142730713e-01,3.678874298930168152e-02,1.244272803887724876e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.703651070594787598e-01,3.509543091058731079e-02,1.194108044728636742e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.844806194305419922e-01,3.756235912442207336e-02,1.088570221327245235e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.731805920600891113e-01,3.624901920557022095e-02,1.106904121115803719e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.528521001338958740e-01,3.417570516467094421e-02,1.110950484871864319e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.680133163928985596e-01,3.551321476697921753e-02,1.128811505623161793e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.411472678184509277e-01,3.329328075051307678e-02,1.082144561223685741e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.413811862468719482e-01,3.320266306400299072e-02,1.093545462936162949e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.159117043018341064e-01,3.051839582622051239e-02,1.107277581468224525e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.327042698860168457e-01,3.318438306450843811e-02,1.008604420349001884e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.230610132217407227e-01,3.360825777053833008e-02,8.697844459675252438e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.157948493957519531e-01,3.257586807012557983e-02,9.003614541143178940e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.219816923141479492e-01,3.374123573303222656e-02,8.456931682303547859e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.857491910457611084e-01,3.102851659059524536e-02,7.546403212472796440e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.791621327400207520e-01,2.992901206016540527e-02,7.987201679497957230e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.737074136734008789e-01,3.017437271773815155e-02,7.196370279416441917e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.706782460212707520e-01,2.980995923280715942e-02,7.257866673171520233e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.953854441642761230e-01,3.257727995514869690e-02,6.961263716220855713e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.040675163269042969e-01,3.417840227484703064e-02,6.228350102901458740e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.770013749599456787e-01,3.124384582042694092e-02,6.456292467191815376e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.593613207340240479e-01,3.037542290985584259e-02,5.560708814300596714e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.468356132507324219e-01,2.889633923768997192e-02,5.787222762592136860e-04,0.000000000000000000e+00,0.000000000000000000e+00
